model,scene,split,n,change_ratio,auc,f1_at_0.5,best_global_f1,best_global_tau,percube_oracle_pooled,percube_oracle_meancube
siamese_kpconv,048-3,val,218959,0.0028,0.4058,0.0047,0.0066,0.36,0.0233,0.0324
siamese_kpconv,048-4,val,230039,0.0031,0.8077,0.0084,0.0218,0.7,0.0675,0.0479
siamese_kpconv,048-5,val,226799,0.005,0.5375,0.0113,0.0118,0.52,0.0172,0.0183
siamese_kpconv,049-2,test,148058,0.003,0.4799,0.0039,0.0076,0.32,0.0905,0.0872
siamese_kpconv,049-5,test,162691,0.0055,0.8406,0.0218,0.0527,0.72,0.6516,0.6516
siamese_kpconv,053-2,test,304383,0.0,nan,0.0,0.0,0.5,0.0,nan
siamese_kpconv,053-3,test,312314,0.0148,0.9332,0.0452,0.3339,0.78,0.6139,0.6139
siamese_kpconv,053-4,test,299755,0.028,0.8812,0.0851,0.4373,0.8,0.576,0.5401
siamese_kpconv,053-5,test,301047,0.0318,0.9188,0.0967,0.44,0.78,0.6564,0.6319
siamese_kpconv,055-2,test,92714,0.0041,0.4316,0.0084,0.0106,0.42,0.0189,0.0189
siamese_kpconv,055-4,test,85113,0.0049,0.4229,0.0105,0.0106,0.46,0.0187,0.0144
siamese_kpconv,055-5,test,87859,0.0093,0.311,0.0108,0.0184,0.18,0.0335,0.0296
siamese_kpconv,059-3,val,127538,0.0045,0.5956,0.0125,0.0144,0.56,0.2675,0.2675
siamese_kpconv,064-2,val,101898,0.0018,0.376,0.0,0.0041,0.28,0.0341,0.0341
siamese_kpconv,064-3,val,95651,0.0291,0.8693,0.0991,0.5842,0.84,0.8026,0.8009
siamese_kpconv,064-4,val,92139,0.0069,0.7437,0.026,0.5846,0.92,0.0508,0.3518
siamese_kpconv,064-5,val,111671,0.033,0.8886,0.159,0.4324,0.9,0.6564,0.6937
siamese_kpconv,065-2,test,54020,0.0004,0.3624,0.001,0.0011,0.58,0.0011,0.0011
siamese_kpconv,065-3,test,58220,0.0078,0.9241,0.022,0.3747,0.84,0.5697,0.5697
siamese_kpconv,065-4,test,56762,0.0011,0.6725,0.003,0.0044,0.64,0.0054,0.0054
siamese_kpconv,065-5,test,56343,0.0086,0.9259,0.0239,0.4126,0.86,0.4428,0.4428
siamese_kpconv,067-2,test,160533,0.0,nan,0.0,0.0,0.5,0.0,nan
siamese_kpconv,067-4,test,169239,0.0191,0.641,0.0551,0.0554,0.64,0.0878,0.2101
siamese_kpconv,067-5,test,194913,0.0163,0.6168,0.0419,0.0561,0.72,0.4909,0.3451
siamese_kpconv,068-2,val,105643,0.0028,0.3193,0.0033,0.006,0.36,0.0567,0.0567
siamese_kpconv,068-3,val,111731,0.0005,0.6923,0.0016,0.0029,0.76,0.1159,0.1159
siamese_kpconv,068-4,val,114099,0.0033,0.4667,0.0082,0.0085,0.48,0.0358,0.0528
siamese_kpconv,068-5,val,118999,0.0057,0.4513,0.0125,0.0137,0.46,0.0821,0.0817
siamese_kpconv,071-2,test,316378,0.0091,0.5017,0.0166,0.0261,0.72,0.0776,0.1999
siamese_kpconv,071-3,test,324895,0.0015,0.8416,0.0044,0.0132,0.78,0.0286,0.1938
siamese_kpconv,071-4,test,310519,0.047,0.7377,0.1203,0.1796,0.72,0.4861,0.5259
siamese_kpconv,071-5,test,319535,0.0437,0.6874,0.1,0.1599,0.86,0.4552,0.4492
siamese_kpconv,076-2,val,73647,0.0093,0.5228,0.0185,0.048,0.8,0.3159,0.3159
siamese_kpconv,076-3,val,73100,0.0074,0.3222,0.0134,0.0154,0.36,0.1595,0.1595
siamese_kpconv,076-5,val,100023,0.0203,0.61,0.0552,0.0602,0.7,0.5043,0.4911
siamese_kpconv,083-2,val,123545,0.0,0.677,0.0002,0.0002,0.5,0.002,0.002
siamese_kpconv,083-3,val,136060,0.0159,0.8393,0.0592,0.1542,0.76,0.2045,0.2228
siamese_kpconv,083-4,val,121555,0.0088,0.7141,0.0283,0.1365,0.76,0.205,0.209
siamese_kpconv,083-5,val,119507,0.0244,0.8072,0.087,0.1619,0.7,0.264,0.2393
siamese_kpconv,085-2,test,93259,0.0028,0.6123,0.0093,0.0164,0.82,0.0063,0.0444
siamese_kpconv,085-3,test,100300,0.0201,0.91,0.0703,0.4245,0.9,0.5647,0.5647
siamese_kpconv,085-4,test,104322,0.3033,0.7559,0.6234,0.6234,0.5,0.8162,0.815
siamese_kpconv,085-5,test,117449,0.2596,0.7831,0.5275,0.5411,0.56,0.7603,0.7517
siamese_kpconv,106-2,test,66904,0.0342,0.8064,0.0934,0.2475,0.72,0.2715,0.281
siamese_kpconv,106-3,test,70965,0.0268,0.7281,0.0676,0.1313,0.68,0.1606,0.2037
siamese_kpconv,106-4,test,75155,0.029,0.7021,0.0871,0.1455,0.62,0.1206,0.1691
siamese_kpconv,106-5,test,67337,0.049,0.7496,0.1319,0.1969,0.64,0.2567,0.2913
siamese_kpconv,111-2,test,102272,0.0,nan,0.0,0.0,0.5,0.0,nan
siamese_kpconv,111-3,test,104394,0.0194,0.8733,0.0802,0.2012,0.72,0.5056,0.5456
siamese_kpconv,111-4,test,103645,0.0208,0.8378,0.113,0.1839,0.64,0.3277,0.3546
siamese_kpconv,111-5,test,128537,0.0296,0.865,0.1021,0.2698,0.68,0.6025,0.6022
siamese_kpconv,115-3,val,122885,0.0042,0.6015,0.0108,0.0143,0.56,0.0741,0.1798
siamese_kpconv,115-4,val,106744,0.0052,0.6223,0.0152,0.0172,0.58,0.3506,0.3506
siamese_kpconv,115-5,val,126310,0.0035,0.5848,0.0108,0.011,0.52,0.0332,0.0305
siamese_kpconv,119-2,test,79312,0.0011,0.4709,0.0052,0.0078,0.54,0.0043,0.1662
siamese_kpconv,119-3,test,72622,0.0123,0.7778,0.0518,0.0795,0.64,0.5693,0.5693
siamese_kpconv,119-4,test,77498,0.0304,0.8132,0.1412,0.2356,0.64,0.5666,0.5666
siamese_kpconv,119-5,test,77915,0.0447,0.6815,0.1678,0.1768,0.54,0.2561,0.2094
siamese_kpconv,120-2,test,135502,0.0068,0.7457,0.0202,0.032,0.6,0.24,0.24
siamese_kpconv,120-3,test,131968,0.0121,0.8698,0.0377,0.1244,0.78,0.7093,0.767
siamese_kpconv,120-4,test,151062,0.0204,0.6927,0.0555,0.0817,0.64,0.433,0.4509
siamese_kpconv,120-5,test,135797,0.0378,0.7277,0.1122,0.1505,0.64,0.3867,0.4575
siamese_kpconv,123-2,test,62346,0.0001,0.1528,0.0,0.0003,0.22,0.0007,0.0007
siamese_kpconv,123-3,test,64323,0.0048,0.8673,0.0361,0.2708,0.72,0.5399,0.5399
siamese_kpconv,123-4,test,64036,0.0142,0.8434,0.0793,0.377,0.72,0.4295,0.4444
siamese_kpconv,123-5,test,62612,0.0158,0.8946,0.1049,0.5223,0.68,0.665,0.62
siamese_kpconv,133-2,val,47343,0.0362,0.6332,0.0866,0.114,0.64,0.142,0.142
siamese_kpconv,133-3,val,49070,0.0061,0.8678,0.0176,0.0674,0.72,0.288,0.288
siamese_kpconv,133-4,val,35336,0.0445,0.7086,0.1326,0.1559,0.56,0.4484,0.4484
siamese_kpconv,133-5,val,48435,0.0831,0.7114,0.1899,0.2907,0.62,0.3149,0.3149
siamese_kpconv,140-2,val,75761,0.0,nan,0.0,0.0,0.5,0.0,nan
siamese_kpconv,140-3,val,90049,0.0011,0.6171,0.0033,0.0038,0.64,0.1686,0.1686
siamese_kpconv,147-2,test,95182,0.0141,0.4298,0.0363,0.0365,0.54,0.0808,0.1385
siamese_kpconv,147-3,test,120938,0.015,0.5017,0.036,0.0381,0.58,0.0774,0.1741
siamese_kpconv,147-4,test,104749,0.0379,0.5319,0.0902,0.0931,0.56,0.2185,0.4159
siamese_kpconv,147-5,test,112934,0.018,0.6575,0.0446,0.0535,0.7,0.5248,0.5221
siamese_kpconv,148-2,test,67936,0.0009,0.1854,0.0007,0.0019,0.36,0.0029,0.0029
siamese_kpconv,148-3,test,82277,0.0007,0.7724,0.0033,0.0037,0.52,0.0068,0.0068
siamese_kpconv,148-4,test,85006,0.0132,0.6426,0.0536,0.1458,0.72,0.3691,0.3691
siamese_kpconv,148-5,test,77488,0.0194,0.6501,0.064,0.0991,0.64,0.2023,0.2023
siamese_kpconv,151-2,test,122036,0.0195,0.5375,0.0399,0.0768,0.6,0.1967,0.1967
siamese_kpconv,151-3,test,128829,0.0007,0.4114,0.0002,0.0019,0.32,0.0053,0.0053
siamese_kpconv,151-4,test,128972,0.0028,0.9693,0.0133,0.2798,0.88,0.8614,0.8614
siamese_kpconv,151-5,test,136546,0.02,0.6074,0.0467,0.0819,0.62,0.2443,0.396
siamese_kpconv,152-2,test,101059,0.0056,0.0426,0.0,0.0112,0.16,0.0264,0.0264
siamese_kpconv,152-3,test,104503,0.0072,0.0821,0.0,0.0144,0.14,0.0266,0.0315
siamese_kpconv,152-4,test,96662,0.0176,0.255,0.0,0.0349,0.18,0.0622,0.081
siamese_kpconv,152-5,test,104491,0.0265,0.131,0.0015,0.0516,0.14,0.0914,0.0897
siamese_kpconv,153-4,test,75291,0.01,0.1553,0.0018,0.02,0.2,0.0263,0.0272
siamese_kpconv,153-5,test,90440,0.0345,0.4901,0.067,0.0895,0.62,0.3005,0.2403
siamese_kpconv,154-2,val,121454,0.0017,0.352,0.0038,0.0043,0.48,0.155,0.155
siamese_kpconv,154-3,val,149699,0.0015,0.5979,0.0045,0.0049,0.54,0.0493,0.0493
siamese_kpconv,154-4,val,121666,0.0144,0.3139,0.0219,0.0314,0.34,0.131,0.131
siamese_kpconv,154-5,val,155796,0.0107,0.3864,0.0204,0.026,0.4,0.0751,0.0748
siamese_kpconv,172-2,val,52535,0.0,nan,0.0,0.0,0.5,0.0,nan
siamese_kpconv,172-3,val,64673,0.0181,0.7362,0.07,0.2405,0.86,0.1849,0.2637
siamese_kpconv,172-4,val,66296,0.0614,0.8404,0.2294,0.5294,0.78,0.5853,0.5804
siamese_kpconv,172-5,val,64764,0.0731,0.9246,0.3182,0.6963,0.8,0.7349,0.7237
siamese_kpconv,175-2,test,64969,0.0062,0.9311,0.0297,0.2309,0.68,0.3261,0.3261
siamese_kpconv,175-3,test,73915,0.0079,0.9955,0.0471,0.6279,0.76,0.7127,0.7127
siamese_kpconv,175-4,test,75080,0.0441,0.9441,0.1461,0.6375,0.76,0.6479,0.6479
siamese_kpconv,177-2,test,31647,0.0018,0.8895,0.0177,0.0448,0.62,0.0552,0.0552
siamese_kpconv,177-3,test,36990,0.0057,0.7584,0.0259,0.0802,0.8,0.1045,0.1045
siamese_kpconv,177-4,test,38872,0.0042,0.5062,0.0011,0.0117,0.36,0.0177,0.0177
siamese_kpconv,177-5,test,43632,0.0079,0.8823,0.0421,0.1797,0.82,0.4622,0.4622
siamese_kpconv,178-2,val,94207,0.0147,0.7461,0.0416,0.3244,0.8,0.0578,0.2416
siamese_kpconv,178-3,val,94285,0.0039,0.9547,0.0164,0.253,0.84,0.7477,0.7477
siamese_kpconv,178-4,val,90476,0.0235,0.877,0.0799,0.3208,0.86,0.2914,0.2863
siamese_kpconv,178-5,val,91002,0.0414,0.8334,0.1237,0.4244,0.78,0.3713,0.3937
siamese_kpconv,183-2,val,64107,0.0006,0.2516,0.0005,0.0014,0.42,0.0045,0.0045
siamese_kpconv,183-3,val,81072,0.0142,0.4294,0.0363,0.0372,0.54,0.5576,0.5576
siamese_kpconv,183-4,val,70055,0.0169,0.3759,0.0291,0.0372,0.44,0.1764,0.1764
siamese_kpconv,183-5,val,79649,0.0223,0.4197,0.0434,0.0517,0.46,0.1094,0.1137
siamese_kpconv,187-2,val,75403,0.0155,0.6255,0.0626,0.2096,0.68,0.0549,0.2141
siamese_kpconv,187-3,val,76320,0.0061,0.9289,0.0462,0.2389,0.7,0.3968,0.3968
siamese_kpconv,187-4,val,64839,0.0212,0.9544,0.1156,0.3962,0.64,0.5264,0.5264
siamese_kpconv,187-5,val,80597,0.0186,0.9584,0.1052,0.4051,0.64,0.4548,0.3115
siamese_kpconv,189-2,val,102100,0.0081,0.4229,0.0162,0.0201,0.4,0.2029,0.2029
siamese_kpconv,189-3,val,104340,0.005,0.6475,0.0156,0.0234,0.68,0.5235,0.5235
siamese_kpconv,189-4,val,98152,0.0077,0.571,0.0224,0.0233,0.58,0.1438,0.1184
siamese_kpconv,189-5,val,113111,0.0176,0.4995,0.0397,0.0424,0.46,0.3414,0.3739
siamese_kpconv,190-2,test,228897,0.0059,0.858,0.0181,0.472,0.94,0.6662,0.6264
siamese_kpconv,190-3,test,219197,0.0141,0.9521,0.0491,0.4241,0.86,0.8852,0.8885
siamese_kpconv,190-4,test,258749,0.2217,0.8304,0.5156,0.5968,0.62,0.8007,0.6283
siamese_kpconv,190-5,test,230686,0.2322,0.8438,0.5379,0.5818,0.62,0.8225,0.5635
siamese_kpconv,191-2,test,95762,0.003,0.8417,0.0446,0.069,0.56,0.5882,0.5882
siamese_kpconv,191-3,test,108006,0.001,0.0268,0.0,0.002,0.14,0.0048,0.0048
siamese_kpconv,191-4,test,103067,0.011,0.9449,0.2166,0.469,0.7,0.8097,0.8097
siamese_kpconv,191-5,test,119644,0.005,0.7468,0.0211,0.0304,0.72,0.1979,0.1979
siamese_kpconv,196-2,test,70429,0.0,nan,0.0,0.0,0.5,0.0,nan
siamese_kpconv,196-3,test,82246,0.0269,0.7465,0.08,0.2987,0.72,0.4915,0.4915
siamese_kpconv,196-4,test,79011,0.0388,0.8793,0.118,0.3194,0.68,0.519,0.519
siamese_kpconv,196-5,test,103000,0.0617,0.854,0.1724,0.3755,0.72,0.5608,0.5608
siamese_kpconv,197-2,test,103902,0.0003,0.6293,0.0009,0.001,0.52,0.003,0.003
siamese_kpconv,197-3,test,98673,0.0027,0.8924,0.0107,0.0417,0.7,0.6373,0.6373
siamese_kpconv,197-4,test,96762,0.0104,0.8941,0.0373,0.1333,0.66,0.594,0.594
siamese_kpconv,197-5,test,122383,0.0139,0.7757,0.0471,0.0853,0.64,0.5814,0.5814
siamese_kpconv,198-3,test,145104,0.0729,0.8697,0.2396,0.735,0.8,0.7781,0.7772
siamese_kpconv,198-4,test,164533,0.1131,0.7242,0.2904,0.3185,0.68,0.5327,0.4677
siamese_kpconv,198-5,test,158470,0.1394,0.8602,0.4415,0.5035,0.64,0.7068,0.7086
siamese_kpconv,202-2,val,110347,0.0129,0.6519,0.0319,0.0459,0.62,0.1532,0.1532
siamese_kpconv,202-3,val,104028,0.0021,0.4431,0.0048,0.0057,0.48,0.0118,0.0118
siamese_kpconv,202-4,val,109424,0.0684,0.7245,0.165,0.2599,0.66,0.5418,0.5418
siamese_kpconv,202-5,val,94786,0.0817,0.8184,0.2104,0.3487,0.7,0.5026,0.4521
